title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
Nuovo Cinema Paradiso,1988,Drama,"Italy, France",Giuseppe Tornatore,8.5,80.0,457.0,112.0
The Shining,1980,"Drama, Horror","UK, USA",Stanley Kubrick,8.4,66.0,1624.0,337.0
Scarface,1983,"Crime, Drama",USA,Brian De Palma,8.3,65.0,956.0,173.0
Das Boot,1981,"Adventure, Drama, Thriller",West Germany,Wolfgang Petersen,8.3,86.0,468.0,107.0
Full Metal Jacket,1987,"Drama, War","UK, USA",Stanley Kubrick,8.3,76.0,801.0,149.0
Amadeus,1984,"Biography, Drama, History","USA, France, Czechoslovakia, Italy",Milos Forman,8.3,88.0,600.0,108.0
Raging Bull,1980,"Biography, Drama, Sport",USA,Martin Scorsese,8.2,89.0,545.0,185.0
Ran,1985,"Action, Drama","Japan, France",Akira Kurosawa,8.2,96.0,262.0,155.0
Stand by Me,1986,"Adventure, Drama",USA,Rob Reiner,8.1,75.0,665.0,127.0
Platoon,1986,"Drama, War","USA, UK",Oliver Stone,8.1,92.0,575.0,133.0
The Elephant Man,1980,"Biography, Drama","USA, UK",David Lynch,8.1,77.0,395.0,139.0
Fanny och Alexander,1982,Drama,"Sweden, France, West Germany",Ingmar Bergman,8.1,100.0,129.0,97.0
"Paris, Texas",1984,Drama,"West Germany, France",Wim Wenders,8.1,78.0,199.0,95.0
Dead Poets Society,1989,"Comedy, Drama",USA,Peter Weir,8.1,79.0,586.0,103.0
Rain Man,1988,Drama,USA,Barry Levinson,8.0,65.0,405.0,107.0
Der Himmel über Berlin,1987,"Drama, Fantasy, Romance","West Germany, France",Wim Wenders,8.0,79.0,227.0,114.0
Tenkû no shiro Rapyuta,1986,"Animation, Adventure, Drama",Japan,Hayao Miyazaki,8.0,78.0,212.0,147.0
Gandhi,1982,"Biography, Drama, History","UK, India",Richard Attenborough,8.0,79.0,291.0,101.0
Kagemusha,1980,"Drama, History, War","Japan, USA",Akira Kurosawa,8.0,84.0,96.0,74.0
Crimes and Misdemeanors,1989,"Comedy, Drama",USA,Woody Allen,7.9,77.0,178.0,101.0
Do the Right Thing,1989,"Comedy, Drama",USA,Spike Lee,7.9,92.0,456.0,90.0
The Untouchables,1987,"Crime, Drama, Thriller",USA,Brian De Palma,7.9,79.0,468.0,146.0
Brazil,1985,"Drama, Sci-Fi","UK, USA",Terry Gilliam,7.9,88.0,553.0,239.0
The Breakfast Club,1985,"Comedy, Drama",USA,John Hughes,7.9,62.0,831.0,148.0
Majo no takkyûbin,1989,"Animation, Adventure, Drama",Japan,Hayao Miyazaki,7.9,83.0,192.0,115.0
