title,year,genre,country,director,avg_vote,metascore,reviews_from_users,reviews_from_critics
Scarface,1983,"Crime, Drama",USA,Brian De Palma,8.3,65.0,956.0,173.0
The Untouchables,1987,"Crime, Drama, Thriller",USA,Brian De Palma,7.9,79.0,468.0,146.0
The King of Comedy,1982,"Comedy, Crime, Drama",USA,Martin Scorsese,7.8,73.0,267.0,101.0
Down by Law,1986,"Comedy, Crime, Drama","USA, West Germany",Jim Jarmusch,7.8,75.0,106.0,78.0
Mississippi Burning,1988,"Crime, Drama, History",USA,Alan Parker,7.8,65.0,203.0,62.0
Dip huet seung hung,1989,"Action, Crime, Drama",Hong Kong,John Woo,7.8,82.0,237.0,88.0
After Hours,1985,"Comedy, Crime, Drama",USA,Martin Scorsese,7.7,90.0,207.0,107.0
Running on Empty,1988,"Crime, Drama, Music",USA,Sidney Lumet,7.7,67.0,98.0,45.0
Blood Simple,1984,"Crime, Drama, Thriller",USA,"Joel Coen, Ethan Coen",7.6,81.0,290.0,145.0
Ging chaat goo si,1985,"Action, Comedy, Crime",Hong Kong,"Jackie Chan, Chi-Hwa Chen",7.6,78.0,96.0,90.0
Lethal Weapon,1987,"Action, Crime, Thriller",USA,Richard Donner,7.6,68.0,303.0,132.0
The Naked Gun: From the Files of Police Squad!,1988,"Comedy, Crime",USA,David Zucker,7.6,76.0,214.0,87.0
"The Cook, the Thief, His Wife & Her Lover",1989,"Crime, Drama","Netherlands, UK, France",Peter Greenaway,7.6,62.0,189.0,81.0
Mystery Train,1989,"Comedy, Crime, Drama","Japan, USA",Jim Jarmusch,7.6,80.0,58.0,73.0
